ax ay bx by
-0.0305458622291 -0.320338500204 -0.338940231293 1.90042900095
-0.236688572305 0.280031616613 -0.0267250609042 2.37414051177
0.0773960358413 -0.13123861199 -0.104761380133 1.97389716554
0.00506784746741 0.0208970918067 0.204411495003 2.27275460061
0.0420701940839 0.0581055059744 0.507664061758 1.7659873328
0.296303146254 0.199531118717 0.350877318846 1.77115784115
0.11630840063 -0.159114971608 0.979988563569 1.99831356862
-0.304676349309 -0.315917836988 1.02466194839 1.83180797416
0.133943349301 -0.0133232619043 0.983499149834 1.56240464269
0.000782584960427 -0.0518696653177 1.56161198358 1.62939059326
-0.145856863306 -0.0822431477131 0.593292058135 1.8441312199
-0.0296679119963 0.153627475 1.47777477844 1.61815898756
0.142827179805 0.182954997151 1.31043067357 1.26066396956
0.355097103837 -0.359611732726 1.34444773498 1.54960660483
-0.294045049189 -0.222734005206 1.82271628501 1.2177821059
-0.109853311652 0.268839324479 1.92856861734 1.1054632762
-0.172788588403 -0.0355405293722 1.95366694863 1.21356006056
-0.0868608994934 -0.121042897193 1.61926822947 0.940102931766
0.140539958877 0.0719552059106 2.0637626057 1.19058870088
0.126896031086 0.0792494955624 1.71413953782 0.777600838655
0.162394876401 -0.103734956076 2.18359254124 0.699093079313
0.294036803107 0.0680184693948 2.43762972843 0.194930389972
-0.195206808883 -0.185989707627 2.32913483281 0.314497814953
0.138852033111 0.0092139022797 1.97614185577 -0.0144796290471
0.112766502489 0.0427376899428 2.06679493705 0.0450707060879
0.499716500875 -0.032812434803 2.169028484 -0.225691623529
-0.0504380011515 -0.234448586108 1.81375707557 -0.0813123585358
-0.105274024009 0.143119385162 2.0759079979 -0.374443103058
0.0306511369755 0.178700895461 1.99654285678 -0.349391948739
-0.0157712528109 0.44038516278 2.06317749465 -0.458538354768
0.109394353475 -0.146453535123 1.95352497877 -0.358331946371
0.0113150660483 0.0709059021174 1.40110301636 -0.724132545879
0.119831866864 0.202934788422 1.98361998727 -0.629357432441
